path	emotion	split	dataset	augmentation	language
../Datasets/custom_db/subesco/train/sad_3390.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5895.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3146.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6503.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1128.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_938.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2665.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3446.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_976.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2072.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1967.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2219.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5971.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_1545.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4166.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_368.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5987.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5836.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2914.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6745.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1523.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2633.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1481.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6962.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6255.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4378.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3015.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3452.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5871.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3815.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5777.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3578.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2501.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2949.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6993.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3616.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1573.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5828.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_5435.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1992.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1767.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1439.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3486.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4139.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6931.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6282.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5862.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2885.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4028.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6442.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_4694.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2100.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6603.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3814.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4044.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2271.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1663.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2514.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6581.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2384.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4975.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_102.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1126.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3996.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6277.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4382.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_144.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_5674.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_1250.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5810.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6568.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_49.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6913.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5521.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5312.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3740.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3045.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5379.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1565.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_701.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5517.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_790.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3676.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1492.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_674.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_394.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2661.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5375.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6827.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3584.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2051.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3343.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1820.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3544.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_19.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6361.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_822.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4101.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5389.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2553.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5204.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1283.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5924.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5196.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4545.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6383.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_821.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4280.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3990.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2457.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_73.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2250.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2793.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_419.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_227.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4733.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5846.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_604.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2953.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2768.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5602.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6951.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5683.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2704.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1074.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4562.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_545.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2770.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3915.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6062.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_904.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5762.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3612.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1445.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3472.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3307.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1885.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1703.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2216.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4758.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4857.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3200.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6394.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6914.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6305.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4542.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6836.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_433.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_4659.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6040.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2549.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2156.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5498.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4882.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5187.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_4330.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1962.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_964.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2545.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3637.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4971.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4344.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1334.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4924.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5938.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1878.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2014.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4457.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3670.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6690.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2437.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_4995.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_269.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3788.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2692.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4644.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6265.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4953.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4307.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6842.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6768.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_81.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5946.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3600.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4209.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3002.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1763.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6237.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6180.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2491.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_445.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_739.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3132.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3659.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5070.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_383.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_494.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5387.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2589.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1627.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1799.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6387.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1810.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3756.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_768.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5160.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3757.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1452.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1890.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4314.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_246.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2278.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1421.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3477.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_563.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4125.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6176.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4676.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2531.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1359.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4453.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6516.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4255.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4623.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3540.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3647.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1920.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1782.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5994.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2752.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2716.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1596.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3716.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2458.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6366.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4991.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6280.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6681.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5939.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4273.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5279.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_255.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4651.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_280.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6682.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3051.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_61.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1522.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4192.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5378.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6807.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1482.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2262.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4620.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3673.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6805.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5474.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4473.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4732.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6203.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4066.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5541.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4235.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6906.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3437.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5571.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2233.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2515.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3505.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_811.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6459.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6586.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2106.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5376.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1711.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6100.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_980.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4334.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6867.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3688.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_376.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4769.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2769.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5267.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4559.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5936.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4575.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1208.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_789.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4880.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5803.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_645.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_460.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_900.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5630.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2432.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2433.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2988.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3640.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3202.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2486.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6695.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4980.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6147.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4181.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3451.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4329.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_237.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1186.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6970.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_5352.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2997.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2447.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5366.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5879.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6019.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_553.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_1063.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4657.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_480.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_573.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3729.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5565.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5336.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1252.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3474.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1760.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5123.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4570.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2907.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6433.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_937.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6579.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_992.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_304.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4805.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1824.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2132.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2707.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2007.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2260.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_918.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1078.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2454.wav	fear	train	subesco	none	bn
